Sun Jun 26 15:28:08 2016

Number of Points = 20622
Depth (nm)	Load (µN)	Time (s)	Depth (V)	Load (V)
43.393350	55.821294	79.192660	-0.006586	0.680444
43.538371	55.311715	79.197665	-0.006613	0.679282
43.367037	54.876035	79.202669	-0.006581	0.678018
43.480333	54.373840	79.207673	-0.006602	0.676842
43.358980	53.951132	79.212678	-0.006580	0.675653
43.364172	53.461704	79.217682	-0.006581	0.674407
43.407433	52.996507	79.222686	-0.006589	0.673255
43.429911	52.517436	79.227691	-0.006593	0.672047
43.373739	52.090243	79.232695	-0.006582	0.670898
43.356351	51.622775	79.237699	-0.006579	0.669678
43.305100	51.145356	79.242704	-0.006570	0.668400
43.315190	50.694428	79.247708	-0.006572	0.667244
43.220217	50.236528	79.252712	-0.006554	0.665971
43.257019	49.757421	79.257717	-0.006561	0.664763
43.325496	49.277243	79.262721	-0.006573	0.663579
43.239910	48.861960	79.267726	-0.006558	0.662419
43.248953	48.371310	79.272730	-0.006559	0.661148
43.177492	47.923879	79.277734	-0.006546	0.659912
43.108455	47.446271	79.282739	-0.006533	0.658598
43.130239	47.005995	79.287743	-0.006537	0.657464
43.117321	46.527206	79.292747	-0.006535	0.656194
43.086804	46.060106	79.297752	-0.006529	0.654936
43.122624	45.592832	79.302756	-0.006536	0.653737
42.932877	45.169531	79.307760	-0.006501	0.652440
43.038693	44.648935	79.312765	-0.006521	0.651162
43.089500	44.201267	79.317769	-0.006530	0.650023
42.965697	43.752481	79.322773	-0.006507	0.648712
43.049804	43.279562	79.327778	-0.006523	0.647534
42.942351	42.838835	79.332782	-0.006503	0.646255
42.893630	42.362378	79.337786	-0.006494	0.644935
42.877151	41.888890	79.342791	-0.006491	0.643652
42.841642	41.461106	79.347795	-0.006484	0.642470
42.833138	40.971881	79.352799	-0.006483	0.641146
42.700283	40.517892	79.357804	-0.006458	0.639795
42.597607	40.059335	79.362808	-0.006439	0.638458
42.542589	39.605544	79.367812	-0.006429	0.637177
42.619475	39.104926	79.372817	-0.006443	0.635895
42.459398	38.674646	79.377821	-0.006414	0.634570
42.644019	38.164826	79.382825	-0.006448	0.633363
42.718139	37.700642	79.387830	-0.006461	0.632169
42.510826	37.312207	79.392834	-0.006423	0.630905
42.415534	36.819136	79.397839	-0.006406	0.629462
42.533002	36.321432	79.402843	-0.006427	0.628212
42.348786	35.911132	79.407847	-0.006394	0.626902
42.297249	35.432520	79.412852	-0.006384	0.625533
42.377033	34.931185	79.417856	-0.006399	0.624227
42.601264	34.445371	79.422860	-0.006440	0.623105
42.325914	34.063871	79.427865	-0.006389	0.621774
42.202482	33.598920	79.432869	-0.006367	0.620360
42.353615	33.060230	79.437873	-0.006394	0.619010
42.291590	32.655603	79.442878	-0.006383	0.617820
42.389329	32.160545	79.447882	-0.006401	0.616533
42.245794	31.725611	79.452886	-0.006375	0.615171
42.174492	31.259869	79.457891	-0.006361	0.613791
42.268285	30.789534	79.462895	-0.006379	0.612562
42.201619	30.329568	79.467899	-0.006366	0.611198
42.016295	29.891891	79.472904	-0.006332	0.609773
42.173611	29.372451	79.477908	-0.006361	0.608461
42.288568	28.922050	79.482912	-0.006382	0.607300
42.075691	28.499231	79.487917	-0.006343	0.605880
42.087621	28.010829	79.492921	-0.006345	0.604500
42.101047	27.544400	79.497925	-0.006348	0.603181
41.948131	27.115618	79.502930	-0.006320	0.601796
41.879455	26.642489	79.507934	-0.006307	0.600367
41.992778	26.134972	79.512938	-0.006328	0.599024
41.831639	25.722915	79.517943	-0.006298	0.597669
41.903800	25.236058	79.522947	-0.006312	0.596337
41.877689	24.758759	79.527952	-0.006307	0.594927
41.901573	24.299569	79.532956	-0.006311	0.593618
41.748700	23.885667	79.537960	-0.006283	0.592254
41.927326	23.351751	79.542965	-0.006316	0.590884
41.927728	22.914306	79.547969	-0.006316	0.589605
41.859371	22.457857	79.552973	-0.006303	0.588196
41.803882	22.008673	79.557978	-0.006293	0.586819
41.744663	21.548712	79.562982	-0.006282	0.585402
41.742286	21.063461	79.567986	-0.006282	0.583968
41.854113	20.590716	79.572991	-0.006302	0.582688
41.707726	20.165212	79.577995	-0.006275	0.581271
41.583793	19.716056	79.582999	-0.006253	0.579804
41.536889	19.238559	79.588004	-0.006244	0.578331
41.537947	18.758741	79.593008	-0.006244	0.576898
41.660640	18.258077	79.598012	-0.006267	0.575531
41.464537	17.865771	79.603017	-0.006231	0.574142
41.451668	17.384979	79.608021	-0.006228	0.572682
41.685787	16.858573	79.613025	-0.006271	0.571347
41.461958	16.475414	79.618030	-0.006230	0.569946
41.476521	15.985194	79.623034	-0.006233	0.568475
41.530438	15.512951	79.628038	-0.006243	0.567099
41.422614	15.079220	79.633043	-0.006223	0.565660
41.352323	14.599284	79.638047	-0.006210	0.564117
41.361717	14.128736	79.643051	-0.006212	0.562686
41.380886	13.670216	79.648056	-0.006215	0.561299
41.261545	13.234087	79.653060	-0.006193	0.559825
41.183841	12.745402	79.658065	-0.006179	0.558231
41.240361	12.289944	79.663069	-0.006189	0.556884
40.988809	11.858900	79.668073	-0.006143	0.555267
41.116283	11.336060	79.673078	-0.006166	0.553782
41.149540	10.888104	79.678082	-0.006173	0.552422
41.034478	10.512874	79.683086	-0.006151	0.551119

41.078972	10.357223	79.688091	-0.006160	0.550682
41.091161	10.595419	79.693095	-0.006162	0.551441
41.179197	10.944164	79.698099	-0.006178	0.552630
41.287414	11.359636	79.703104	-0.006198	0.554046
41.222047	11.801261	79.708108	-0.006186	0.555347
41.121474	12.255594	79.713112	-0.006167	0.556645
41.231534	12.636978	79.718117	-0.006188	0.557948
41.226839	13.070556	79.723121	-0.006187	0.559282
41.241442	13.510622	79.728125	-0.006189	0.560654
41.227705	13.954364	79.733130	-0.006187	0.562003
41.265093	14.358091	79.738134	-0.006194	0.563282
41.220971	14.804805	79.743138	-0.006186	0.564600
41.315941	15.214739	79.748143	-0.006203	0.565955
41.387638	15.655074	79.753147	-0.006216	0.567374
41.346579	16.071856	79.758151	-0.006209	0.568596
41.404293	16.511847	79.763156	-0.006219	0.569992
41.532168	16.926311	79.768160	-0.006243	0.571384
41.498298	17.364493	79.773164	-0.006237	0.572669
41.438486	17.806891	79.778169	-0.006226	0.573936
41.414205	18.242117	79.783173	-0.006221	0.575216
41.494930	18.659192	79.788178	-0.006236	0.576553
41.340377	19.113197	79.793182	-0.006207	0.577744
41.593441	19.464894	79.798186	-0.006254	0.579064
41.550642	19.948054	79.803191	-0.006246	0.580456
41.521835	20.385111	79.808195	-0.006241	0.581723
41.498459	20.815099	79.813199	-0.006237	0.582972
41.571641	21.221490	79.818204	-0.006250	0.584251
41.651226	21.651792	79.823208	-0.006265	0.585605
41.868763	22.042323	79.828212	-0.006305	0.586983
41.689527	22.554367	79.833217	-0.006272	0.588298
41.658150	22.954636	79.838221	-0.006266	0.589438
41.726975	23.367426	79.843225	-0.006278	0.590717
41.947098	23.751122	79.848230	-0.006319	0.592067
41.980272	24.215853	79.853234	-0.006325	0.593454
42.067765	24.653014	79.858238	-0.006341	0.594815
42.095843	25.096163	79.863243	-0.006346	0.596128
42.047957	25.527163	79.868247	-0.006337	0.597324
41.875515	25.988241	79.873251	-0.006306	0.598477
41.965568	26.369874	79.878256	-0.006322	0.599669
41.939553	26.817144	79.883260	-0.006318	0.600927
42.126429	27.197978	79.888264	-0.006352	0.602212
41.872960	27.710644	79.893269	-0.006305	0.603419
42.087542	28.057197	79.898273	-0.006345	0.604629
42.108557	28.514636	79.903278	-0.006349	0.605954
42.144540	28.951912	79.908282	-0.006355	0.607234
42.095832	29.392515	79.913286	-0.006346	0.608435
42.138960	29.800433	79.918291	-0.006354	0.609635
42.117531	30.248247	79.923295	-0.006350	0.610879
42.181843	30.661839	79.928299	-0.006362	0.612111
42.144382	31.082250	79.933304	-0.006355	0.613257
42.350953	31.494076	79.938308	-0.006393	0.614623
42.388839	31.945244	79.943312	-0.006400	0.615926
42.419706	32.377909	79.948317	-0.006406	0.617167
42.263448	32.829261	79.953321	-0.006377	0.618272
42.300906	33.243894	79.958325	-0.006384	0.619465
42.421066	33.647366	79.963330	-0.006406	0.620707
42.249910	34.133653	79.968334	-0.006374	0.621888
42.348332	34.516325	79.973338	-0.006393	0.623046
42.275260	34.954458	79.978343	-0.006379	0.624186
42.310722	35.392089	79.983347	-0.006386	0.625429
42.420606	35.803936	79.988351	-0.006406	0.626673
42.468297	36.221332	79.993356	-0.006415	0.627868
42.600738	36.647856	79.998360	-0.006439	0.629169
42.525941	37.094427	80.003364	-0.006425	0.630319
42.578204	37.529841	80.008369	-0.006435	0.631561
42.701895	37.941561	80.013373	-0.006458	0.632805
42.641008	38.383297	80.018377	-0.006446	0.633949
42.680072	38.812030	80.023382	-0.006453	0.635153
42.855985	39.210996	80.028386	-0.006486	0.636406
42.707172	39.700255	80.033391	-0.006458	0.637587
42.657943	40.103385	80.038395	-0.006449	0.638630
42.674061	40.523393	80.043399	-0.006452	0.639779
42.675755	40.972610	80.048404	-0.006453	0.640991
42.692693	41.391270	80.053408	-0.006456	0.642133
42.541972	41.833123	80.058412	-0.006428	0.643175
42.705900	42.211770	80.063417	-0.006458	0.644347
42.755341	42.655598	80.068421	-0.006467	0.645581
42.936606	43.080390	80.073425	-0.006501	0.646888
42.913990	43.525037	80.078430	-0.006496	0.648052
42.934438	43.963388	80.083434	-0.006500	0.649237
42.953100	44.383290	80.088438	-0.006504	0.650370
42.973624	44.807203	80.093443	-0.006507	0.651513
43.178637	45.211972	80.098447	-0.006545	0.652778
43.079603	45.675723	80.103451	-0.006527	0.653909
43.177355	46.102720	80.108456	-0.006545	0.655127
43.082952	46.533536	80.113460	-0.006527	0.656171
43.113271	46.954134	80.118464	-0.006533	0.657305
43.138876	47.392594	80.123469	-0.006538	0.658479
43.218109	47.789875	80.128473	-0.006552	0.659593
43.261171	48.244485	80.133477	-0.006560	0.660821
43.181202	48.684541	80.138482	-0.006545	0.661895
43.208060	49.107201	80.143486	-0.006550	0.663020
43.198408	49.522306	80.148490	-0.006549	0.664091
43.206253	49.973316	80.153495	-0.006550	0.665269
43.150022	50.394626	80.158499	-0.006540	0.666308
43.169067	50.820393	80.163504	-0.006543	0.667428
43.185391	51.239286	80.168508	-0.006546	0.668525
43.302421	51.657541	80.173512	-0.006568	0.669711
43.214507	52.119071	80.178517	-0.006552	0.670818
43.284579	52.513352	80.183521	-0.006564	0.671896
43.355715	52.958056	80.188525	-0.006577	0.673102
43.322581	53.387201	80.193530	-0.006571	0.674171
43.352420	53.825393	80.198534	-0.006577	0.675318
43.345139	54.249132	80.203538	-0.006575	0.676393
43.346200	54.684165	80.208543	-0.006576	0.677503
43.465189	55.073015	80.213547	-0.006598	0.678601
43.327765	55.547902	80.218551	-0.006572	0.679682
43.447706	55.959759	80.223556	-0.006594	0.680836
43.519300	56.372594	80.228560	-0.006607	0.681946
43.394206	56.836948	80.233564	-0.006584	0.683007
43.484418	57.242763	80.238569	-0.006601	0.684112
43.517483	57.656617	80.243573	-0.006607	0.685185
43.471242	58.110223	80.248577	-0.006599	0.686285
43.564415	58.521857	80.253582	-0.006616	0.687402
43.685901	58.926948	80.258586	-0.006638	0.688527
43.646606	59.386145	80.263590	-0.006631	0.689642
43.839135	59.787751	80.268595	-0.006666	0.690817
43.777542	60.261717	80.273599	-0.006655	0.691945
43.788143	60.667642	80.278603	-0.006657	0.692966
43.931685	61.091002	80.283608	-0.006683	0.694147
43.862645	61.537474	80.288612	-0.006671	0.695194
43.904486	61.951640	80.293617	-0.006678	0.696259
43.824789	62.395787	80.298621	-0.006664	0.697288
43.849412	62.818218	80.303625	-0.006668	0.698354
44.002441	63.216380	80.308630	-0.006696	0.699472
43.985968	63.683811	80.313634	-0.006693	0.700609
44.035559	64.104679	80.318638	-0.006702	0.701689
44.010797	64.530180	80.323643	-0.006698	0.702712
44.030005	64.946662	80.328647	-0.006701	0.703751
43.971814	65.398050	80.333651	-0.006691	0.704806
44.138311	65.800094	80.338656	-0.006721	0.705935
43.922403	66.277363	80.343660	-0.006681	0.706912
43.972770	66.672209	80.348664	-0.006691	0.707919
43.998736	67.105192	80.353669	-0.006695	0.708996
43.902662	67.549898	80.358673	-0.006678	0.709994
44.041241	67.953027	80.363677	-0.006703	0.711093
44.176178	68.367181	80.368682	-0.006728	0.712213
43.905892	68.852701	80.373686	-0.006678	0.713155
44.051440	69.225280	80.378690	-0.006705	0.714182
44.247842	69.638944	80.383695	-0.006741	0.715349
44.340412	70.083804	80.388699	-0.006758	0.716501
44.263811	70.543681	80.393703	-0.006744	0.717542
44.193886	70.972611	80.398708	-0.006731	0.718512
44.205564	71.384306	80.403712	-0.006733	0.719510
44.231242	71.817201	80.408716	-0.006738	0.720569
44.443632	72.209351	80.413721	-0.006777	0.721689
44.320137	72.701260	80.418725	-0.006754	0.722759
44.413545	73.081585	80.423730	-0.006772	0.723746
44.330847	73.539807	80.428734	-0.006756	0.724767
44.464937	73.942646	80.433738	-0.006781	0.725839
44.368034	74.404974	80.438743	-0.006763	0.726855
44.457158	74.812817	80.443747	-0.006780	0.727898
44.468913	75.239777	80.448751	-0.006782	0.728919
44.548610	75.652731	80.453756	-0.006796	0.729963
44.495542	76.123101	80.458760	-0.006787	0.731029
44.509435	76.529561	80.463764	-0.006789	0.731999
44.571224	76.937841	80.468769	-0.006801	0.733013
44.590138	77.390480	80.473773	-0.006804	0.734093
44.674146	77.796619	80.478777	-0.006819	0.735118
44.743399	78.228881	80.483782	-0.006832	0.736189
44.746091	78.671758	80.488786	-0.006833	0.737229
44.765734	79.103000	80.493790	-0.006836	0.738254
44.758257	79.533459	80.498795	-0.006835	0.739253
44.758158	79.960825	80.503799	-0.006835	0.740249
44.703073	80.398933	80.508803	-0.006825	0.741224
44.638221	80.832144	80.513808	-0.006813	0.742178
44.611665	81.242904	80.518812	-0.006808	0.743110
44.846404	81.626375	80.523816	-0.006851	0.744194
44.743503	82.121325	80.528821	-0.006832	0.745256
44.748033	82.549664	80.533825	-0.006833	0.746250
44.755868	82.953025	80.538830	-0.006834	0.747189
44.741037	83.391111	80.543834	-0.006832	0.748187
44.643571	83.814116	80.548838	-0.006814	0.749082
44.963398	84.212810	80.553843	-0.006873	0.750262
44.828016	84.693100	80.558847	-0.006848	0.751255
44.986861	85.069442	80.563851	-0.006877	0.752248
45.021637	85.518287	80.568856	-0.006883	0.753306
45.063316	85.953750	80.573860	-0.006891	0.754336
45.218785	86.358707	80.578864	-0.006919	0.755389
45.050242	86.841314	80.583869	-0.006888	0.756353
45.046943	87.254761	80.588873	-0.006888	0.757293
45.066878	87.663933	80.593877	-0.006891	0.758240
45.076063	88.102463	80.598882	-0.006893	0.759245
45.056875	88.523428	80.603886	-0.006890	0.760185
45.156317	88.948396	80.608890	-0.006908	0.761230
45.162180	89.391163	80.613895	-0.006909	0.762237
45.115683	89.813486	80.618899	-0.006900	0.763155
45.066743	90.248193	80.623903	-0.006891	0.764098
45.211131	90.658502	80.628908	-0.006918	0.765140
45.156889	91.114727	80.633912	-0.006908	0.766124
45.314384	91.494000	80.638916	-0.006937	0.767104
45.420458	91.929037	80.643921	-0.006956	0.768167
45.319520	92.392121	80.648925	-0.006938	0.769125
45.338079	92.820865	80.653929	-0.006941	0.770101
45.310449	93.242247	80.658934	-0.006936	0.771023
45.445536	93.664748	80.663938	-0.006961	0.772075
45.381526	94.095923	80.668943	-0.006949	0.772987
45.439972	94.513928	80.673947	-0.006960	0.773966
45.421872	94.960760	80.678951	-0.006957	0.774947
45.692683	95.258477	80.683956	-0.007006	0.775824

45.769041	95.426717	80.688960	-0.007020	0.776259
45.729674	95.471213	80.693964	-0.007013	0.776326
45.753902	95.504423	80.698969	-0.007018	0.776419
45.912571	95.521508	80.703973	-0.007047	0.776583
45.879148	95.612564	80.708977	-0.007041	0.776759
45.842125	95.646686	80.713982	-0.007034	0.776805
45.888473	95.656011	80.718986	-0.007042	0.776862
45.663413	95.761276	80.723990	-0.007001	0.776918
45.940093	95.707762	80.728995	-0.007052	0.777018
45.860986	95.809346	80.733999	-0.007037	0.777181
45.814804	95.845970	80.739003	-0.007029	0.777226
45.678176	95.896341	80.744008	-0.007004	0.777229
45.753771	95.904432	80.749012	-0.007018	0.777307
45.816284	95.947894	80.754016	-0.007029	0.777453
45.715170	96.021376	80.759021	-0.007010	0.777536
45.657105	96.051094	80.764025	-0.007000	0.777556
45.754843	96.045609	80.769029	-0.007018	0.777621
45.708688	96.132125	80.774034	-0.007009	0.777776
45.872835	96.127645	80.779038	-0.007039	0.777896
45.898456	96.196662	80.784042	-0.007044	0.778070
45.747298	96.267066	80.789047	-0.007016	0.778106
45.770647	96.280303	80.794051	-0.007021	0.778154
45.766251	96.311387	80.799056	-0.007020	0.778219
45.827304	96.340376	80.804060	-0.007031	0.778332
45.567873	96.434907	80.809064	-0.006983	0.778336
45.801959	96.412651	80.814069	-0.007026	0.778472
45.573905	96.498674	80.819073	-0.006984	0.778482
45.632939	96.505647	80.824077	-0.006995	0.778544
45.825432	96.538782	80.829082	-0.007031	0.778770
45.734650	96.608009	80.834086	-0.007014	0.778851
45.837621	96.626539	80.839090	-0.007033	0.778974
45.770925	96.695262	80.844095	-0.007021	0.779073
45.799775	96.715517	80.849099	-0.007026	0.779141
45.748431	96.767850	80.854103	-0.007016	0.779216
45.673538	96.805523	80.859108	-0.007003	0.779240
45.890883	96.810393	80.864112	-0.007043	0.779423
45.803158	96.889000	80.869116	-0.007026	0.779527
45.707078	96.937685	80.874121	-0.007009	0.779559
45.758233	96.962425	80.879125	-0.007018	0.779654
45.852199	96.977202	80.884129	-0.007035	0.779761
45.867677	97.045329	80.889134	-0.007038	0.779924
45.851065	97.070778	80.894138	-0.007035	0.779967
46.054719	97.107043	80.899142	-0.007073	0.780208
45.990227	97.168202	80.904147	-0.007061	0.780292
45.914406	97.213210	80.909151	-0.007047	0.780332
45.941510	97.226724	80.914155	-0.007052	0.780383
45.974661	97.288152	80.919160	-0.007058	0.780545
45.912520	97.352798	80.924164	-0.007046	0.780639
45.968560	97.337466	80.929169	-0.007057	0.780649
45.953749	97.399130	80.934173	-0.007054	0.780774
45.924945	97.461410	80.939177	-0.007049	0.780889
45.954263	97.468816	80.944182	-0.007054	0.780928
45.935582	97.526968	80.949186	-0.007051	0.781042
46.137770	97.536163	80.954190	-0.007088	0.781221
45.954058	97.633359	80.959195	-0.007054	0.781291
46.027655	97.630013	80.964199	-0.007068	0.781342
45.903600	97.688665	80.969203	-0.007045	0.781374
45.957411	97.742682	80.974208	-0.007055	0.781535
45.924264	97.763810	80.979212	-0.007049	0.781556
45.857349	97.814618	80.984216	-0.007036	0.781615
45.953406	97.832628	80.989221	-0.007054	0.781730
45.942843	97.888152	80.994225	-0.007052	0.781845
46.002238	97.912275	80.999229	-0.007063	0.781945
45.878000	97.984305	81.004234	-0.007040	0.782006
45.863574	98.008496	81.009238	-0.007037	0.782048
45.920479	98.059031	81.014242	-0.007048	0.782204
46.029968	98.050599	81.019247	-0.007068	0.782271
46.030320	98.133311	81.024251	-0.007068	0.782454
46.107435	98.146376	81.029255	-0.007082	0.782543
45.959844	98.230148	81.034260	-0.007055	0.782612
46.028805	98.239647	81.039264	-0.007068	0.782687
46.112863	98.274437	81.044268	-0.007083	0.782830
46.051482	98.333339	81.049273	-0.007072	0.782911
46.031415	98.368240	81.054277	-0.007068	0.782973
45.865519	98.440026	81.059282	-0.007038	0.783000
46.147510	98.410996	81.064286	-0.007089	0.783158
45.916171	98.521521	81.069290	-0.007047	0.783220
46.093895	98.496147	81.074295	-0.007080	0.783303
45.965967	98.599167	81.079299	-0.007056	0.783430
45.881187	98.612527	81.084303	-0.007040	0.783392
45.939697	98.635639	81.089308	-0.007051	0.783489
46.087838	98.669000	81.094312	-0.007078	0.783679
45.872414	98.759262	81.099316	-0.007039	0.783709
46.029879	98.751877	81.104321	-0.007068	0.783816
45.825719	98.838446	81.109325	-0.007030	0.783846
45.916302	98.844869	81.114329	-0.007047	0.783931
45.824781	98.893957	81.119334	-0.007030	0.783968
45.812937	98.945615	81.124338	-0.007028	0.784072
45.986460	98.944628	81.129342	-0.007060	0.784206
45.848399	99.020135	81.134347	-0.007034	0.784264
45.912599	99.051985	81.139351	-0.007046	0.784384
45.863997	99.084297	81.144355	-0.007037	0.784417
46.003060	99.109070	81.149360	-0.007063	0.784580
46.033668	99.167788	81.154364	-0.007068	0.784733
46.067121	99.204344	81.159368	-0.007075	0.784840
46.032846	99.269553	81.164373	-0.007068	0.784956
46.101585	99.284847	81.169377	-0.007081	0.785044
46.094844	99.333117	81.174382	-0.007080	0.785145
46.117839	99.367067	81.179386	-0.007084	0.785237
46.060417	99.413302	81.184390	-0.007073	0.785294
46.145496	99.438352	81.189395	-0.007089	0.785415
46.076247	99.486604	81.194399	-0.007076	0.785467
46.013503	99.560082	81.199403	-0.007065	0.785579
46.167082	99.557116	81.204408	-0.007093	0.785693
46.079066	99.609291	81.209412	-0.007077	0.785739
46.008043	99.682786	81.214416	-0.007064	0.785844
46.032228	99.700065	81.219421	-0.007068	0.785901
46.099538	99.714352	81.224425	-0.007080	0.785985
46.121923	99.759659	81.229429	-0.007085	0.786102
46.132762	99.820934	81.234434	-0.007086	0.786245
45.985925	99.880675	81.239438	-0.007059	0.786261
46.172233	99.865594	81.244442	-0.007094	0.786374
46.183202	99.933606	81.249447	-0.007096	0.786532
46.181588	99.979354	81.254451	-0.007095	0.786631
45.991091	100.041595	81.259455	-0.007060	0.786618
46.090498	100.036294	81.264460	-0.007079	0.786684
46.031617	100.104237	81.269464	-0.007068	0.786787
46.118324	100.143090	81.274468	-0.007084	0.786940
46.347200	100.139057	81.279473	-0.007126	0.787110
46.196556	100.223059	81.284477	-0.007098	0.787176
46.207777	100.261492	81.289481	-0.007100	0.787269
46.113600	100.309349	81.294486	-0.007083	0.787301
46.094044	100.344829	81.299490	-0.007079	0.787363
46.225152	100.370191	81.304495	-0.007103	0.787521
46.140087	100.435435	81.309499	-0.007088	0.787597
46.210162	100.430933	81.314503	-0.007101	0.787642
46.182648	100.504185	81.319508	-0.007096	0.787781
46.199134	100.537673	81.324512	-0.007099	0.787867
46.175297	100.571597	81.329516	-0.007094	0.787923
46.322431	100.607844	81.334521	-0.007121	0.788117
46.177785	100.685538	81.339525	-0.007095	0.788174
46.323217	100.668748	81.344529	-0.007121	0.788251
46.196197	100.747262	81.349534	-0.007098	0.788324
46.301957	100.762449	81.354538	-0.007117	0.788439
46.048282	100.857994	81.359542	-0.007071	0.788451
46.316175	100.820410	81.364547	-0.007120	0.788577
46.135964	100.930130	81.369551	-0.007087	0.788677
46.213908	100.936768	81.374555	-0.007101	0.788752
46.347970	100.960065	81.379560	-0.007126	0.788907
46.138173	101.029234	81.384564	-0.007087	0.788895
46.141032	101.069847	81.389568	-0.007088	0.788986
46.181703	101.093493	81.394573	-0.007095	0.789069
46.041593	101.167280	81.399577	-0.007069	0.789122
46.135339	101.160917	81.404581	-0.007087	0.789181
46.299956	101.205256	81.409586	-0.007117	0.789406
46.161889	101.279825	81.414590	-0.007092	0.789461
46.090050	101.321296	81.419594	-0.007078	0.789496
46.241845	101.310264	81.424599	-0.007106	0.789590
46.351295	101.359379	81.429603	-0.007126	0.789782
46.077066	101.456715	81.434608	-0.007076	0.789782
46.331381	101.445513	81.439612	-0.007123	0.789955
46.179603	101.530346	81.444616	-0.007095	0.790022
46.215529	101.526817	81.449621	-0.007101	0.790042
46.490027	101.531188	81.454625	-0.007152	0.790265
46.175356	101.684335	81.459629	-0.007094	0.790355
46.245567	101.656687	81.464634	-0.007107	0.790349
46.545987	101.653400	81.469638	-0.007162	0.790576
46.442059	101.755761	81.474642	-0.007143	0.790718
46.402462	101.788201	81.479647	-0.007136	0.790758
46.349775	101.832640	81.484651	-0.007126	0.790814
46.358005	101.870081	81.489655	-0.007128	0.790902
46.478589	101.875116	81.494660	-0.007150	0.791007
46.446387	101.956358	81.499664	-0.007144	0.791159
46.379442	101.995116	81.504668	-0.007131	0.791191
46.215273	102.047219	81.509673	-0.007101	0.791177
46.429753	102.050140	81.514677	-0.007141	0.791350
46.310598	102.109831	81.519681	-0.007119	0.791388
46.294716	102.155857	81.524686	-0.007116	0.791476
46.313719	102.178786	81.529690	-0.007119	0.791540
46.472762	102.188459	81.534694	-0.007149	0.791685
47.052846	102.180197	81.539699	-0.007255	0.792117
47.182929	102.270605	81.544703	-0.007279	0.792415
47.199147	102.347019	81.549707	-0.007282	0.792594
47.120070	102.395325	81.554712	-0.007268	0.792638
46.938738	102.463425	81.559716	-0.007234	0.792645
46.918460	102.476081	81.564721	-0.007230	0.792657
46.917230	102.506371	81.569725	-0.007230	0.792722
46.756356	102.577046	81.574729	-0.007201	0.792751
47.000044	102.550029	81.579734	-0.007245	0.792881
46.841402	102.649004	81.584738	-0.007216	0.792973
46.803046	102.671044	81.589742	-0.007209	0.792992
46.968429	102.700364	81.594747	-0.007240	0.793184
47.003513	102.729580	81.599751	-0.007246	0.793274
46.993603	102.786819	81.604755	-0.007244	0.793391
46.889429	102.838594	81.609760	-0.007225	0.793423
46.973709	102.862645	81.614764	-0.007241	0.793540
46.747008	102.942316	81.619768	-0.007199	0.793538
46.737064	102.955172	81.624773	-0.007197	0.793558
46.951394	102.969273	81.629777	-0.007236	0.793755
46.874197	103.029722	81.634781	-0.007222	0.793826
46.797776	103.074491	81.639786	-0.007208	0.793864
46.889012	103.111503	81.644790	-0.007225	0.794015
46.887776	103.147811	81.649794	-0.007225	0.794093
46.957413	103.176729	81.654799	-0.007237	0.794210
47.011706	103.227329	81.659803	-0.007247	0.794362
46.974911	103.277327	81.664807	-0.007241	0.794442
46.961463	103.298379	81.669812	-0.007238	0.794477
46.829894	103.378661	81.674816	-0.007214	0.794550
46.796773	103.394251	81.679820	-0.007208	0.794558
46.715249	103.433160	81.684825	-0.007193	0.794579

46.923976	103.337712	81.689829	-0.007231	0.794534
46.982462	102.987277	81.694834	-0.007242	0.793818
46.857432	102.571618	81.699838	-0.007219	0.792817
46.882665	102.098419	81.704842	-0.007224	0.791806
46.813705	101.628393	81.709847	-0.007211	0.790727
46.679616	101.188001	81.714851	-0.007186	0.789662
46.739018	100.675649	81.719855	-0.007197	0.788588
46.690094	100.224085	81.724860	-0.007188	0.787561
46.742712	99.748370	81.729864	-0.007198	0.786559
46.717015	99.274030	81.734868	-0.007193	0.785498
46.693941	98.822831	81.739873	-0.007189	0.784488
46.745922	98.345226	81.744877	-0.007198	0.783478
46.634858	97.901083	81.749881	-0.007178	0.782412
46.606777	97.430852	81.754886	-0.007173	0.781352
46.541719	96.948649	81.759890	-0.007161	0.780236
46.456843	96.492916	81.764894	-0.007145	0.779160
46.563375	96.001909	81.769899	-0.007165	0.778157
46.488542	95.548182	81.774903	-0.007151	0.777091
46.451057	95.081346	81.779907	-0.007144	0.776024
46.544316	94.604500	81.784912	-0.007161	0.775037
46.437241	94.149492	81.789916	-0.007142	0.773938
46.450286	93.682048	81.794920	-0.007144	0.772906
46.410328	93.225737	81.799925	-0.007137	0.771855
46.427517	92.729991	81.804929	-0.007140	0.770760
46.462956	92.261966	81.809934	-0.007146	0.769740
46.303793	91.844975	81.814938	-0.007117	0.768677
46.342528	91.330439	81.819942	-0.007124	0.767552
46.364558	90.863647	81.824947	-0.007128	0.766520
46.443656	90.390664	81.829951	-0.007143	0.765518
46.450562	89.929512	81.834955	-0.007144	0.764484
46.409295	89.474934	81.839960	-0.007136	0.763424
46.445304	88.995658	81.844964	-0.007143	0.762369
46.374162	88.559028	81.849968	-0.007130	0.761323
46.230321	88.085474	81.854973	-0.007103	0.760132
46.174753	87.610207	81.859977	-0.007093	0.759008
46.361357	87.112085	81.864981	-0.007128	0.758026
