Sun Jun 26 15:28:08 2016

Number of Points = 20622
Depth (nm)	Load (µN)	Time (s)	Depth (V)	Load (V)
29.719583	51.983586	65.195503	-0.004094	0.658053
29.774585	52.389584	65.200508	-0.004104	0.659169
29.783256	52.810918	65.205512	-0.004105	0.660279
29.899765	53.202387	65.210516	-0.004127	0.661410
29.656416	53.673111	65.215521	-0.004082	0.662411
29.798781	54.010810	65.220525	-0.004108	0.663422
29.892862	54.416105	65.225529	-0.004125	0.664563
29.664119	54.887835	65.230534	-0.004083	0.665575
29.842473	55.215640	65.235538	-0.004116	0.666590
29.915407	55.664098	65.240542	-0.004130	0.667817
29.892651	56.070535	65.245547	-0.004125	0.668846
29.958310	56.454015	65.250551	-0.004137	0.669895
30.034619	56.879554	65.255555	-0.004151	0.671061
29.969703	57.307526	65.260560	-0.004140	0.672101
29.994067	57.703383	65.265564	-0.004144	0.673139
30.050041	58.106872	65.270568	-0.004154	0.674224
30.074017	58.496497	65.275573	-0.004159	0.675242
30.088050	58.931367	65.280577	-0.004161	0.676366
30.134295	59.320131	65.285582	-0.004170	0.677399
30.159889	59.721775	65.290586	-0.004174	0.678445
30.263171	60.123602	65.295590	-0.004193	0.679560
30.206956	60.561924	65.300595	-0.004183	0.680621
30.222133	60.950643	65.305599	-0.004186	0.681620
30.254535	61.367031	65.310603	-0.004192	0.682703
30.253838	61.761839	65.315608	-0.004192	0.683700
30.318980	62.169179	65.320612	-0.004204	0.684786
30.278475	62.597453	65.325616	-0.004196	0.685828
30.217542	63.011634	65.330621	-0.004185	0.686815
30.328447	63.399634	65.335625	-0.004205	0.687888
30.362749	63.790662	65.340629	-0.004212	0.688899
30.319382	64.220616	65.345634	-0.004204	0.689937
30.362401	64.612168	65.350638	-0.004212	0.690954
30.424614	65.022026	65.355642	-0.004223	0.692032
30.576357	65.402011	65.360647	-0.004251	0.693114
30.567056	65.853720	65.365651	-0.004249	0.694230
30.535268	66.248125	65.370655	-0.004243	0.695182
30.599130	66.651414	65.375660	-0.004255	0.696239
30.488258	67.100186	65.380664	-0.004235	0.697252
30.535000	67.458537	65.385668	-0.004243	0.698180
30.464650	67.885431	65.390673	-0.004230	0.699172
30.589614	68.274751	65.395677	-0.004253	0.700243
30.607825	68.690348	65.400681	-0.004257	0.701282
30.687085	69.102263	65.405686	-0.004271	0.702365
30.759885	69.481125	65.410690	-0.004285	0.703359
30.706234	69.922296	65.415695	-0.004275	0.704394
30.817931	70.307001	65.420699	-0.004295	0.705433
30.705173	70.761518	65.425703	-0.004275	0.706446
30.616676	71.169988	65.430708	-0.004258	0.707366
30.762436	71.506710	65.435712	-0.004285	0.708314
30.817776	71.934121	65.440716	-0.004295	0.709403
30.719468	72.385770	65.445721	-0.004277	0.710415
30.725924	72.768199	65.450725	-0.004278	0.711349
30.727887	73.185047	65.455729	-0.004279	0.712361
30.862566	73.554255	65.460734	-0.004303	0.713372
30.779752	74.005668	65.465738	-0.004288	0.714392
30.835895	74.399357	65.470742	-0.004298	0.715390
30.922022	74.791018	65.475747	-0.004314	0.716409
30.754756	75.239051	65.480751	-0.004284	0.717343
30.922059	75.585011	65.485755	-0.004314	0.718319
30.980893	76.015898	65.490760	-0.004325	0.719404
30.863665	76.470063	65.495764	-0.004304	0.720392
30.973231	76.816902	65.500768	-0.004324	0.721316
30.971182	77.246782	65.505773	-0.004323	0.722342
30.942107	77.650775	65.510777	-0.004318	0.723282
30.955406	78.058819	65.515781	-0.004320	0.724266
31.112891	78.455015	65.520786	-0.004349	0.725344
30.963719	78.913075	65.525790	-0.004322	0.726306
31.142959	79.249891	65.530794	-0.004355	0.727258
31.205348	79.674069	65.535799	-0.004366	0.728317
31.205116	80.093182	65.540803	-0.004366	0.729309
31.417716	80.484325	65.545808	-0.004405	0.730413
31.216510	80.938049	65.550812	-0.004368	0.731315
31.277321	81.320175	65.555816	-0.004380	0.732267
31.364784	81.710426	65.560821	-0.004396	0.733260
31.132721	82.163596	65.565825	-0.004353	0.734131
31.255381	82.530355	65.570829	-0.004375	0.735095
31.270322	82.948118	65.575834	-0.004378	0.736088
31.293712	83.360636	65.580838	-0.004383	0.737074
31.235971	83.782713	65.585842	-0.004372	0.738014
31.162027	84.163131	65.590847	-0.004358	0.738841
31.431452	84.537572	65.595851	-0.004408	0.739939
31.289488	85.022491	65.600855	-0.004382	0.740952
31.422500	85.368241	65.605860	-0.004406	0.741867
31.551463	85.776932	65.610864	-0.004430	0.742924
31.365167	86.224515	65.615868	-0.004396	0.743809
31.424188	86.616878	65.620873	-0.004406	0.744767
31.447859	87.020600	65.625877	-0.004411	0.745722
31.432723	87.439810	65.630881	-0.004408	0.746679
31.613087	87.818711	65.635886	-0.004441	0.747703
31.487835	88.241574	65.640890	-0.004418	0.748575
31.525813	88.662434	65.645894	-0.004425	0.749576
31.652240	89.019296	65.650899	-0.004448	0.750501
31.681276	89.473389	65.655903	-0.004454	0.751568
31.803200	89.850354	65.660907	-0.004476	0.752533
31.768099	90.278216	65.665912	-0.004470	0.753485
31.761495	90.620567	65.670916	-0.004468	0.754263

31.771697	90.742973	65.675921	-0.004470	0.754551
31.762709	90.786839	65.680925	-0.004469	0.754644
31.957168	90.791626	65.685929	-0.004504	0.754814
31.829372	90.885020	65.690934	-0.004481	0.754923
31.714061	90.925826	65.695938	-0.004460	0.754922
31.666699	90.955367	65.700942	-0.004451	0.754951
31.761005	90.968761	65.705947	-0.004468	0.755059
31.811621	91.015915	65.710951	-0.004478	0.755208
31.879202	91.038789	65.715955	-0.004490	0.755315
31.833425	91.128411	65.720960	-0.004482	0.755482
31.675785	91.159203	65.725964	-0.004453	0.755424
31.506224	91.218470	65.730968	-0.004421	0.755421
31.682964	91.206898	65.735973	-0.004454	0.755539
31.740718	91.256024	65.740977	-0.004464	0.755698
31.680945	91.309179	65.745981	-0.004453	0.755771
31.917922	91.306605	65.750986	-0.004497	0.755958
31.935797	91.388221	65.755990	-0.004500	0.756159
31.826315	91.442472	65.760994	-0.004480	0.756193
31.744850	91.480607	65.765999	-0.004465	0.756214
31.831547	91.490159	65.771003	-0.004481	0.756306
31.904670	91.548860	65.776007	-0.004495	0.756500
31.815662	91.596977	65.781012	-0.004478	0.756537
31.775780	91.629351	65.786016	-0.004471	0.756579
31.698653	91.670187	65.791020	-0.004457	0.756609
31.796014	91.700837	65.796025	-0.004475	0.756758
31.732756	91.775439	65.801029	-0.004463	0.756877
31.746308	91.771579	65.806034	-0.004465	0.756879
31.904330	91.797974	65.811038	-0.004494	0.757067
31.819725	91.889937	65.816042	-0.004479	0.757208
31.903863	91.895730	65.821047	-0.004494	0.757290
31.975413	91.936639	65.826051	-0.004507	0.757441
31.930329	91.993158	65.831055	-0.004499	0.757533
31.937525	92.037442	65.836060	-0.004501	0.757640
31.738603	92.098505	65.841064	-0.004464	0.757617
31.678867	92.121985	65.846068	-0.004453	0.757622
31.670936	92.150116	65.851073	-0.004451	0.757680
31.768058	92.181733	65.856077	-0.004469	0.757831
31.621104	92.245952	65.861081	-0.004442	0.757858
31.740372	92.256797	65.866086	-0.004464	0.757979
31.868625	92.291223	65.871090	-0.004488	0.758162
31.741635	92.365505	65.876094	-0.004464	0.758228
31.737050	92.392532	65.881099	-0.004464	0.758285
31.795500	92.410728	65.886103	-0.004474	0.758374
31.727435	92.475184	65.891107	-0.004462	0.758466
31.817759	92.518455	65.896112	-0.004478	0.758637
31.682251	92.562752	65.901116	-0.004453	0.758628
31.771525	92.582360	65.906120	-0.004470	0.758745
31.795640	92.622263	65.911125	-0.004474	0.758855
31.820920	92.685099	65.916129	-0.004479	0.759019
31.952794	92.692389	65.921134	-0.004503	0.759142
31.940128	92.736200	65.926138	-0.004501	0.759231
32.003065	92.784062	65.931142	-0.004512	0.759391
31.866731	92.853513	65.936147	-0.004487	0.759439
31.993791	92.861314	65.941151	-0.004511	0.759559
31.837407	92.945479	65.946155	-0.004482	0.759624
31.774133	92.963939	65.951160	-0.004470	0.759614
31.740130	93.003909	65.956164	-0.004464	0.759678
31.799883	93.009927	65.961168	-0.004475	0.759740
31.940292	93.054022	65.966173	-0.004501	0.759953
31.915511	93.116323	65.971177	-0.004496	0.760075
31.868023	93.163628	65.976181	-0.004487	0.760144
31.984658	93.189295	65.981186	-0.004509	0.760296
31.995951	93.224380	65.986190	-0.004511	0.760385
31.870812	93.305891	65.991194	-0.004488	0.760469
31.949458	93.307918	65.996199	-0.004502	0.760537
31.968481	93.345900	66.001203	-0.004506	0.760639
32.006019	93.391218	66.006207	-0.004513	0.760772
32.094453	93.429889	66.011212	-0.004529	0.760931
31.979490	93.487733	66.016216	-0.004508	0.760969
31.859122	93.537697	66.021220	-0.004486	0.760985
31.835159	93.564292	66.026225	-0.004481	0.761026
31.856977	93.596453	66.031229	-0.004485	0.761116
31.975028	93.617329	66.036233	-0.004507	0.761259
31.893467	93.678107	66.041238	-0.004492	0.761331
31.955963	93.727389	66.046242	-0.004504	0.761493
31.885453	93.756614	66.051247	-0.004491	0.761502
31.894350	93.798161	66.056251	-0.004492	0.761604
31.897832	93.852530	66.061255	-0.004493	0.761730
31.953148	93.866063	66.066260	-0.004503	0.761805
31.871793	93.939848	66.071264	-0.004488	0.761906
31.849830	93.951521	66.076268	-0.004484	0.761915
32.025472	93.966574	66.081273	-0.004516	0.762091
31.925320	94.055041	66.086277	-0.004498	0.762210
31.816398	94.088317	66.091281	-0.004478	0.762198
31.968601	94.116998	66.096286	-0.004506	0.762386
31.900864	94.170857	66.101290	-0.004493	0.762453
31.904190	94.199170	66.106294	-0.004494	0.762519
31.912735	94.237108	66.111299	-0.004496	0.762612
31.791879	94.298364	66.116303	-0.004473	0.762653
31.897317	94.330629	66.121307	-0.004493	0.762811
31.919921	94.346561	66.126312	-0.004497	0.762866
31.857661	94.409699	66.131316	-0.004485	0.762958
31.897175	94.437203	66.136320	-0.004493	0.763052
31.862867	94.493075	66.141325	-0.004486	0.763151
31.778561	94.538065	66.146329	-0.004471	0.763185
31.836408	94.541233	66.151333	-0.004481	0.763238
31.859824	94.596725	66.156338	-0.004486	0.763383
31.744287	94.660971	66.161342	-0.004464	0.763435
31.781417	94.672984	66.166346	-0.004471	0.763492
31.899975	94.703273	66.171351	-0.004493	0.763656
32.065434	94.727492	66.176355	-0.004523	0.763844
31.911630	94.846544	66.181360	-0.004495	0.763989
31.901882	94.847963	66.186364	-0.004493	0.763984
31.710143	94.909202	66.191368	-0.004458	0.763968
31.733320	94.926105	66.196373	-0.004462	0.764025
31.785374	94.947261	66.201377	-0.004472	0.764114
31.719689	95.016939	66.206381	-0.004460	0.764219
31.678402	95.056010	66.211386	-0.004452	0.764274
31.754545	95.069764	66.216390	-0.004466	0.764366
31.652373	95.137637	66.221394	-0.004447	0.764437
31.731494	95.159259	66.226399	-0.004462	0.764550
31.788532	95.194158	66.231403	-0.004472	0.764674
31.894023	95.233475	66.236407	-0.004492	0.764848
31.979947	95.261588	66.241412	-0.004508	0.764980
31.784325	95.360285	66.246416	-0.004472	0.765046
31.793702	95.363980	66.251420	-0.004473	0.765061
31.852235	95.400701	66.256425	-0.004484	0.765191
31.883029	95.448259	66.261429	-0.004490	0.765323
31.819671	95.483811	66.266433	-0.004478	0.765352
31.784541	95.547861	66.271438	-0.004472	0.765469
31.863138	95.555058	66.276442	-0.004486	0.765548
31.835999	95.611389	66.281446	-0.004481	0.765653
31.875563	95.635838	66.286451	-0.004488	0.765740
31.869382	95.701506	66.291455	-0.004487	0.765883
31.844998	95.733423	66.296459	-0.004483	0.765935
31.821225	95.763808	66.301464	-0.004478	0.765985
31.844120	95.803295	66.306468	-0.004483	0.766092
31.997772	95.825790	66.311473	-0.004511	0.766266
32.076943	95.870149	66.316477	-0.004525	0.766429
32.132644	95.925110	66.321481	-0.004536	0.766598
32.130227	95.971962	66.326486	-0.004535	0.766701
32.003920	96.020343	66.331490	-0.004512	0.766709
32.231398	96.018798	66.336494	-0.004554	0.766888
32.635031	96.016875	66.341499	-0.004628	0.767207
32.597685	96.140318	66.346503	-0.004621	0.767455
32.591051	96.157242	66.351507	-0.004620	0.767488
32.697119	96.201988	66.356512	-0.004639	0.767673
32.533099	96.275242	66.361516	-0.004609	0.767706
32.661959	96.273165	66.366520	-0.004633	0.767805
32.621169	96.328250	66.371525	-0.004625	0.767896
32.447019	96.413629	66.376529	-0.004593	0.767948
32.488549	96.400677	66.381533	-0.004601	0.767953
32.586576	96.449035	66.386538	-0.004619	0.768140
32.526846	96.499877	66.391542	-0.004608	0.768206
32.567315	96.513223	66.396546	-0.004615	0.768268
32.401246	96.595002	66.401551	-0.004585	0.768319
32.662388	96.561085	66.406555	-0.004633	0.768452
32.765982	96.647630	66.411559	-0.004652	0.768729
32.787996	96.685135	66.416564	-0.004656	0.768831
32.788152	96.733568	66.421568	-0.004656	0.768940
32.660940	96.798868	66.426572	-0.004633	0.768985
32.566942	96.817131	66.431577	-0.004615	0.768950
32.865217	96.821333	66.436581	-0.004670	0.769198
32.838575	96.885990	66.441586	-0.004665	0.769322
32.771269	96.940831	66.446590	-0.004653	0.769391
32.785414	96.984451	66.451594	-0.004655	0.769500
32.789244	97.009864	66.456599	-0.004656	0.769560
32.869867	97.046049	66.461603	-0.004671	0.769706
32.861163	97.087079	66.466607	-0.004669	0.769791
32.891900	97.141836	66.471612	-0.004675	0.769938
32.773996	97.193047	66.476616	-0.004653	0.769959
32.857275	97.195407	66.481620	-0.004669	0.770030
32.905850	97.258385	66.486625	-0.004678	0.770210
32.659723	97.332082	66.491629	-0.004632	0.770179
32.820504	97.309815	66.496633	-0.004662	0.770257
32.885681	97.363726	66.501638	-0.004674	0.770430
32.766961	97.434049	66.506642	-0.004652	0.770493
32.946758	97.431017	66.511646	-0.004685	0.770630
32.836950	97.512356	66.516651	-0.004665	0.770724
32.910050	97.531869	66.521655	-0.004678	0.770826
32.863938	97.599714	66.526659	-0.004670	0.770941
32.714507	97.625044	66.531664	-0.004642	0.770878
32.700482	97.662903	66.536668	-0.004640	0.770952
32.635291	97.702304	66.541672	-0.004628	0.770988
32.794626	97.726730	66.546677	-0.004657	0.771170
32.802428	97.780433	66.551681	-0.004658	0.771296
32.940225	97.791428	66.556686	-0.004684	0.771431
32.947171	97.859309	66.561690	-0.004685	0.771588
33.004650	97.883781	66.566694	-0.004696	0.771689
32.969046	97.957989	66.571699	-0.004689	0.771826
33.162941	97.935760	66.576703	-0.004725	0.771931
32.922473	98.048913	66.581707	-0.004680	0.771992
33.000834	98.050390	66.586712	-0.004695	0.772058
32.969027	98.113461	66.591716	-0.004689	0.772174
33.053098	98.133550	66.596720	-0.004704	0.772285
32.980423	98.183087	66.601725	-0.004691	0.772338
32.948642	98.228595	66.606729	-0.004685	0.772415
33.001883	98.272200	66.611733	-0.004695	0.772554
32.940811	98.291927	66.616738	-0.004684	0.772550
32.962144	98.342306	66.621742	-0.004688	0.772679
33.006284	98.387220	66.626746	-0.004696	0.772815
33.060258	98.395920	66.631751	-0.004706	0.772877
32.975033	98.492492	66.636755	-0.004690	0.773025
33.052208	98.495692	66.641759	-0.004704	0.773093
33.071638	98.535460	66.646764	-0.004708	0.773197
33.029880	98.575680	66.651768	-0.004700	0.773254
32.972617	98.623808	66.656772	-0.004690	0.773316
32.949055	98.672620	66.661777	-0.004685	0.773406
32.967392	98.696006	66.666781	-0.004689	0.773473
33.085525	98.722546	66.671785	-0.004710	0.773626

33.144105	98.665642	66.676790	-0.004721	0.773545
33.066434	98.352839	66.681794	-0.004707	0.772785
33.068201	97.926764	66.686799	-0.004707	0.771835
33.003196	97.468787	66.691803	-0.004695	0.770758
33.018502	97.029951	66.696807	-0.004698	0.769787
32.976323	96.581108	66.701812	-0.004690	0.768746
32.925191	96.134176	66.706816	-0.004681	0.767701
32.940712	95.682800	66.711820	-0.004684	0.766698
32.709754	95.281947	66.716825	-0.004641	0.765610
32.882146	94.765648	66.721829	-0.004673	0.764584
32.896510	94.343641	66.726833	-0.004675	0.763642
32.958611	93.889361	66.731838	-0.004687	0.762665
32.881076	93.464590	66.736842	-0.004673	0.761640
32.799834	93.014990	66.741846	-0.004658	0.760555
32.856550	92.557026	66.746851	-0.004668	0.759561
32.791054	92.142020	66.751855	-0.004656	0.758565
32.720827	91.678062	66.756859	-0.004643	0.757451
32.663229	91.238746	66.761864	-0.004632	0.756403
32.739438	90.750666	66.766868	-0.004646	0.755350
32.779897	90.325821	66.771872	-0.004654	0.754412
32.742768	89.888956	66.776877	-0.004647	0.753382
32.412493	89.491379	66.781881	-0.004586	0.752200
32.592359	88.974352	66.786885	-0.004619	0.751160
32.641051	88.528423	66.791890	-0.004628	0.750175
32.485072	88.126464	66.796894	-0.004600	0.749121
32.591683	87.633698	66.801898	-0.004619	0.748073
32.645070	87.190660	66.806903	-0.004629	0.747094
32.694326	86.765577	66.811907	-0.004638	0.746152
32.521277	86.324053	66.816912	-0.004606	0.744987
32.530107	85.877667	66.821916	-0.004608	0.743960
32.631729	85.412827	66.826920	-0.004627	0.742965
32.436591	85.003721	66.831925	-0.004591	0.741852
32.224655	84.566226	66.836929	-0.004552	0.740657
32.344761	84.068896	66.841933	-0.004574	0.739597
32.370130	83.642633	66.846938	-0.004578	0.738623
32.344162	83.189840	66.851942	-0.004574	0.737543
32.263019	82.755584	66.856946	-0.004559	0.736458
32.246696	82.308555	66.861951	-0.004556	0.735396
32.318674	81.836177	66.866955	-0.004569	0.734347
32.327461	81.414914	66.871959	-0.004571	0.733364
32.346268	80.950229	66.876964	-0.004574	0.732285
32.369455	80.505951	66.881968	-0.004578	0.731257
32.313589	80.079639	66.886972	-0.004568	0.730203
32.309172	79.615393	66.891977	-0.004567	0.729101
32.224777	79.204831	66.896981	-0.004552	0.728057
32.196132	78.731932	66.901985	-0.004546	0.726911
32.168668	78.288291	66.906990	-0.004541	0.725833
32.091484	77.857075	66.911994	-0.004527	0.724742
32.201372	77.363920	66.916998	-0.004547	0.723660
32.044849	76.977146	66.922003	-0.004519	0.722603
31.955828	76.514975	66.927007	-0.004502	0.721423
31.952038	76.045952	66.932011	-0.004501	0.720297
32.059100	75.590677	66.937016	-0.004521	0.719297
31.930867	75.199729	66.942020	-0.004498	0.718248
31.871313	74.725027	66.947025	-0.004487	0.717055
31.941621	74.264158	66.952029	-0.004499	0.716005
31.876317	73.822545	66.957033	-0.004487	0.714884
31.848323	73.378151	66.962038	-0.004482	0.713786
31.753834	72.941637	66.967042	-0.004465	0.712648
31.827212	72.480387	66.972046	-0.004478	0.711594
31.827096	72.038380	66.977051	-0.004478	0.710521
31.668994	71.605666	66.982055	-0.004449	0.709331
31.793673	71.143621	66.987059	-0.004472	0.708315
31.704129	70.708602	66.992064	-0.004456	0.707176
31.579911	70.270566	66.997068	-0.004433	0.705998
31.674589	69.779563	67.002072	-0.004450	0.704879
31.654287	69.370906	67.007077	-0.004447	0.703860
31.602144	68.936500	67.012081	-0.004437	0.702748
31.653932	68.445723	67.017085	-0.004446	0.701588
